coin_name,spider_web,virtual_drop_A,virtual_drop_B,time_A,time_B,condition,func
TRU,binance,1.590,1.414,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
UNI,binance,2.879,1.139,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WEMIX,inversting,1.287,1.828,11-26 06:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WIF,binance,1.438,1.315,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
XLM,binance,1.374,1.619,11-26 01:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALPHA,inversting,2.321,3.149,11-25 21:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
CVX,binance,1.865,3.072,11-26 00:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
DOGS,binance,2.311,1.517,11-26 00:00,11-26 05:00,change <=-0.7,apply_condition_1_to_func_1_base
ENJ,inversting,1.786,1.103,11-26 01:00,11-26 17:00,change <=-0.7,apply_condition_1_to_func_1_base
ERN,binance,2.135,1.606,11-25 21:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
LDO,binance,1.800,1.666,11-26 05:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
MASA,inversting,2.437,2.438,11-26 01:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
MAVIA,inversting,1.579,2.267,11-26 05:00,11-26 11:00,change <=-0.7,apply_condition_1_to_func_1_base
MOODENGv,inversting,2.859,1.383,11-25 23:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
NEO,binance,1.274,2.334,11-26 01:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
PUFFER,inversting,1.818,3.963,11-26 05:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
REZ,binance,2.294,1.504,11-26 00:00,11-26 01:00,change <=-0.7,apply_condition_1_to_func_1_base
YGG,inversting,1.732,1.136,11-26 01:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
ACA,binance,1.285,1.127,11-26 00:00,11-26 12:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALICE,binance,1.455,3.286,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALPACA,binance,1.282,1.151,11-25 21:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALTl,inversting,1.121,1.226,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
AR,inversting,1.913,1.135,11-26 05:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ARPA,binance,1.862,1.201,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ATH,inversting,1.389,1.245,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BAKE,inversting,1.229,1.154,11-26 00:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BANa,inversting,1.683,1.293,11-25 20:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BEAMX,binance,2.827,1.163,11-26 06:00,11-26 08:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BIGTIME,inversting,1.462,1.218,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BLUR,binance,1.222,1.474,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BLZ,binance,1.527,1.443,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BONK,binance,1.156,1.367,11-25 20:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BURGER,inversting,1.394,1.255,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
C98,binance,1.284,1.315,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CAKE,binance,1.387,2.963,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CATs,inversting,1.669,3.019,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CKB,binance,1.483,3.387,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CLV,binance,2.326,3.282,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
COTI,binance,1.556,2.925,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CRV,binance,1.175,2.231,11-25 21:00,11-26 00:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DAG,inversting,1.170,2.527,11-26 04:00,11-26 07:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DEGEN,inversting,1.197,1.148,11-25 20:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DEGO,inversting,1.114,1.248,11-25 21:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DENT,binance,1.321,2.543,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DYDX,binance,1.101,1.193,11-25 21:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ENS,binance,1.525,1.486,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FIDA,inversting,1.335,1.132,11-26 01:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FLUX,binance,1.138,1.177,11-26 04:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FRED,inversting,4.067,1.154,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FTM,binance,1.724,1.339,11-26 00:00,11-26 03:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GALA,binance,1.192,1.643,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GME,inversting,1.721,1.336,11-25 21:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GMT,binance,1.162,1.108,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HFT,binance,1.416,1.619,11-25 21:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HIGH,binance,1.465,3.282,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HIGHs,inversting,1.406,3.339,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ID,binance,1.283,1.184,11-26 11:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
IO,binance,1.389,1.161,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
IOTX,binance,1.273,2.927,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
JOE,binance,1.155,1.215,11-26 00:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
KAVA,inversting,1.297,1.189,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
KEY,binance,1.149,6.046,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LIT,inversting,1.232,1.297,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LOKA,binance,1.326,1.231,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LPT,binance,1.414,1.267,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LQTY,binance,1.325,2.513,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MAGIC,binance,1.144,1.296,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MANA,binance,1.223,1.444,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MBOX,binance,1.243,1.270,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MOCA,inversting,2.556,1.210,11-26 10:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MOODENG,inversting,1.551,1.445,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MTL,binance,1.611,1.443,11-26 14:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NEAR,binance,1.104,1.700,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NEIRO,binance,2.108,1.128,11-25 21:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NOT,binance,1.385,1.147,11-25 21:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PEOPLE,binance,1.214,1.311,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PEPE,binance,1.182,1.138,11-26 01:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
POL,binance,1.845,1.488,11-25 21:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
QNT,binance,1.388,2.694,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
RDNT,binance,1.230,3.249,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
REEF,inversting,1.251,2.067,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SAFEt,inversting,1.237,1.478,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SCR,binance,2.632,1.228,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SLF,binance,3.527,2.529,11-26 12:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SPEC,inversting,1.224,1.884,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SPELL,binance,1.392,1.167,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
STG,binance,1.262,2.447,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SXP,binance,1.182,2.543,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TROY,binance,1.343,3.114,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TRU,binance,1.590,1.414,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TURBOt,inversting,2.113,1.789,11-25 23:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
UNI,binance,2.879,1.139,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
W,binance,1.175,1.267,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WEMIX,inversting,1.287,1.828,11-26 06:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WIF,binance,1.438,1.315,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WOO,binance,1.863,3.559,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
XLM,binance,1.374,1.619,11-26 01:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ZEN,inversting,1.706,1.125,11-26 01:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ACH,binance,1.784,3.232,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SEI,binance,1.566,1.114,11-26 11:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CVX,binance,1.865,3.072,11-26 00:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
ENJ,inversting,1.786,1.103,11-26 01:00,11-26 17:00,change <=-0.7,apply_condition_1_to_func_1_base
MASA,inversting,2.437,2.438,11-26 01:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
MAVIA,inversting,1.579,2.267,11-26 05:00,11-26 11:00,change <=-0.7,apply_condition_1_to_func_1_base
MOODENGv,inversting,2.859,1.383,11-25 23:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
PUFFER,inversting,1.818,3.963,11-26 05:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
ACA,binance,1.285,1.127,11-26 00:00,11-26 12:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALICE,binance,1.455,3.286,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BIGTIME,inversting,1.462,1.218,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BONK,inversting,1.199,1.411,11-25 20:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CKB,binance,1.483,3.387,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
COTI,inversting,1.585,2.925,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DEGO,inversting,1.114,1.248,11-25 21:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HIGHs,inversting,1.406,3.339,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
JOE,binance,1.155,1.215,11-26 00:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
QNT,inversting,1.317,2.571,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SLF,binance,3.527,2.529,11-26 12:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TROY,binance,1.343,3.114,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TRU,binance,1.590,1.414,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
UNI,binance,2.879,1.139,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WEMIX,inversting,1.287,1.828,11-26 06:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WIF,binance,1.438,1.315,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
XLM,inversting,1.332,1.493,11-26 01:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ZEN,inversting,1.706,1.125,11-26 01:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
COTI,inversting,1.585,2.925,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
XLM,inversting,1.332,1.493,11-26 01:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MIGGLES,inversting,4.677,2.797,11-26 01:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
NIKO,inversting,3.425,1.540,11-26 05:00,11-26 15:00,change <=-0.7,apply_condition_1_to_func_1_base
PHIL,inversting,2.367,1.154,11-25 21:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
VVAIFU,inversting,7.339,3.571,11-25 21:00,11-26 13:00,change <=-0.7,apply_condition_1_to_func_1_base
PHIL,inversting,2.367,1.154,11-25 21:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
VVAIFU,inversting,7.339,3.571,11-25 21:00,11-26 13:00,change <=-0.7,apply_condition_1_to_func_1_base
MIGGLES,inversting,4.677,2.797,11-26 01:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
NIKO,inversting,3.425,1.540,11-26 05:00,11-26 15:00,change <=-0.7,apply_condition_1_to_func_1_base
PHIL,inversting,2.367,1.154,11-25 21:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
VVAIFU,inversting,7.339,3.571,11-25 21:00,11-26 13:00,change <=-0.7,apply_condition_1_to_func_1_base
PAAL,inversting,2.857,1.212,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PAAL,inversting,2.857,1.212,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PAAL,inversting,2.857,1.212,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ACH,inversting,1.673,3.357,11-26 00:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
COSt,inversting,1.713,1.926,11-25 23:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ONT,binance,1.558,3.288,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ACH,inversting,1.673,3.357,11-26 00:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
ONT,binance,1.558,3.288,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
STRK,inversting,1.639,1.695,11-26 05:00,11-26 14:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LDO,binance,1.800,1.666,11-26 05:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
VITE,binance,3.262,1.769,11-26 06:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
ONT,binance,1.558,3.288,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
STRK,inversting,1.639,1.695,11-26 05:00,11-26 14:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
AGI,inversting,1.137,1.811,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
STMX,binance,1.101,1.106,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
VITE,binance,3.262,1.769,11-26 06:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
AGI,inversting,1.137,1.811,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
STRK,inversting,1.639,1.695,11-26 05:00,11-26 14:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BADGER,inversting,1.348,2.809,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
STMX,inversting,1.142,1.203,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
USUAL,inversting,1.135,1.859,11-26 07:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
VITE,binance,3.262,1.769,11-26 06:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
AGI,inversting,1.137,1.811,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
STMX,binance,1.101,1.106,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
USUAL,inversting,1.135,1.859,11-26 07:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
USUAL,inversting,1.135,1.859,11-26 07:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
EOS,binance,1.791,2.576,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
RAD,inversting,1.370,1.379,11-25 21:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
STXk,inversting,1.567,3.260,11-25 23:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
VRA,inversting,3.837,1.437,11-25 21:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ZIL,binance,1.196,2.845,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
COSt,inversting,1.713,1.926,11-25 23:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
EOS,binance,1.791,2.576,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
RAD,inversting,1.370,1.379,11-25 21:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
STXk,inversting,1.567,3.260,11-25 23:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ZIL,binance,1.196,2.845,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TAI,inversting,2.364,2.941,11-25 23:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
COSt,inversting,1.713,1.926,11-25 23:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
EOS,binance,1.791,2.576,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
RAD,inversting,1.370,1.379,11-25 21:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SEI,binance,1.566,1.114,11-26 11:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
